WARNING: Interface aimnet2 is under development and should be used with care:
         Only basic functionality, no error checks
        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
Warp CUDA warning: Could not find or load the NVIDIA CUDA driver. Proceeding in CPU-only mode.
Warp CUDA warning: Could not find or load the NVIDIA CUDA driver. Proceeding in CPU-only mode.
Warp CUDA warning: Could not find or load the NVIDIA CUDA driver. Proceeding in CPU-only mode.
Warp CUDA warning: Could not find or load the NVIDIA CUDA driver. Proceeding in CPU-only mode.
Warp CUDA warning: Could not find or load the NVIDIA CUDA driver. Proceeding in CPU-only mode.
==============================
*** Open Babel Warning  in PerceiveBondOrders
  Failed to kekulize aromatic bonds in OBMol::PerceiveBondOrders

Warp CUDA warning: Could not find or load the NVIDIA CUDA driver. Proceeding in CPU-only mode.
==============================
*** Open Babel Warning  in PerceiveBondOrders
  Failed to kekulize aromatic bonds in OBMol::PerceiveBondOrders

Warp CUDA warning: Could not find or load the NVIDIA CUDA driver. Proceeding in CPU-only mode.
==============================
*** Open Babel Warning  in PerceiveBondOrders
  Failed to kekulize aromatic bonds in OBMol::PerceiveBondOrders

Warp CUDA warning: Could not find or load the NVIDIA CUDA driver. Proceeding in CPU-only mode.
Warp CUDA warning: Could not find or load the NVIDIA CUDA driver. Proceeding in CPU-only mode.
Warp CUDA warning: Could not find or load the NVIDIA CUDA driver. Proceeding in CPU-only mode.
Warp CUDA warning: Could not find or load the NVIDIA CUDA driver. Proceeding in CPU-only mode.
==========================================================================================
name                                             E      Eref     error  error(%)
33 2CET_08_asn                              -2.076    -2.421     0.345    14.241
34 2CET_09_glu                            -103.031  -103.150     0.119     0.115
35 2CET_10_val                              -2.347    -2.021    -0.326   -16.112
36 2CET_11_val                              -1.637    -0.645    -0.992  -153.866
37 2CET_12_hie                               0.030    -0.152     0.182   119.964
38 2CET_13_asn                              -1.301    -0.471    -0.830  -176.247
39 2CET_14_asn                               3.682     3.300     0.382    11.563
40 2CET_15_tyr                              -7.711    -6.712    -0.999   -14.886
41 2CET_16_met                              -1.306    -0.626    -0.680  -108.651
42 2CET_17_trp                              -5.225    -4.775    -0.450    -9.421
43 2CET_18_glu                             -93.580   -92.916    -0.664    -0.715
44 2CET_19_trp                              -8.330    -9.608     1.278    13.300
45 2CET_20_asn                              -0.809     0.300    -1.109  -369.599
46 2CET_21_glu                            -111.965  -110.346    -1.619    -1.467
47 2CET_22_trp                              -2.597    -2.321    -0.276   -11.889
48 2CET_23_phe                              -5.623    -5.529    -0.094    -1.707
49 2FVD_01_bbn                              -1.800    -1.071    -0.729   -68.082
50 2FVD_02_bbn                              -1.585    -0.993    -0.592   -59.569
51 2FVD_03_bbn                              -1.288    -0.802    -0.486   -60.542
52 2FVD_04_bbn                              -0.910    -0.422    -0.488  -115.574
53 2FVD_05_bbn                              -3.898    -5.863     1.965    33.515
54 2FVD_06_bbn                              -4.092    -3.338    -0.754   -22.591
55 2FVD_07_bbn                              -8.222    -8.131    -0.091    -1.115
56 2FVD_08_bbn                              -3.702    -2.300    -1.402   -60.939
57 2FVD_09_bbn                              -8.590    -7.877    -0.713    -9.050
58 2FVD_10_bbn                               0.747     1.604    -0.857   -53.422
59 2FVD_11_bbn                              -1.972    -1.444    -0.528   -36.595
60 2FVD_12_bbn                               0.049     0.235    -0.186   -78.974
61 2FVD_13_bbn                              -2.096    -3.477     1.381    39.718
62 2FVD_14_bbn                              -0.740     0.073    -0.813 -1113.854
63 2FVD_15_bbn                              -0.823    -0.301    -0.522  -173.348
64 2FVD_16_bbn                              -2.976    -3.018     0.042     1.392
65 2FVD_17_ile                              -3.975    -3.780    -0.195    -5.153
66 2FVD_18_val                              -2.033    -2.692     0.659    24.477
67 2FVD_19_ala                              -2.164    -1.773    -0.391   -22.059
68 2FVD_20_lys                              -4.281    -5.495     1.214    22.089
69 2FVD_21_val                              -1.199    -1.148    -0.051    -4.472
70 2FVD_22_phe                              -2.162    -2.355     0.193     8.184
71 2FVD_23_glu                              -7.624    -1.405    -6.219  -442.654
72 2FVD_24_phe                              -3.760    -3.086    -0.674   -21.835
73 2FVD_25_leu                              -1.421    -1.099    -0.322   -29.342
74 2FVD_26_hie                              -0.593    -0.527    -0.066   -12.555
75 2FVD_27_gln                              -3.920    -3.566    -0.354    -9.928
76 2FVD_28_asp                             -13.063    -9.816    -3.247   -33.082
77 2FVD_29_lys                             -19.254   -18.966    -0.288    -1.519
78 2FVD_30_asn                              -4.868    -4.527    -0.341    -7.532
79 2FVD_31_leu                              -3.859    -4.344     0.485    11.155
80 2FVD_32_ala                              -1.635    -1.161    -0.474   -40.861
81 2FVD_33_asp                             -11.064    -9.472    -1.592   -16.809
82 2OBF_01_bbn                              -0.997    -0.518    -0.479   -92.471
83 2OBF_02_bbn                              -8.692    -7.805    -0.887   -11.367
84 2OBF_03_bbn                              -1.144     0.825    -1.969  -238.694
85 2OBF_04_bbn                              -5.808    -3.767    -2.041   -54.194
86 2OBF_05_bbn                              -2.253    -0.402    -1.851  -460.420
87 2OBF_06_bbn                              -2.175    -0.817    -1.358  -166.217
88 2OBF_07_pro                              -2.926    -1.039    -1.887  -181.643
89 2OBF_08_bbn                              -1.558     0.362    -1.920  -530.318
90 2OBF_09_bbn                               0.082    -0.473     0.555   117.282
91 2OBF_10_bbn                              -4.952    -5.683     0.731    12.861
92 2OBF_11_bbn                               0.032     0.668    -0.636   -95.284
93 2OBF_12_bbn                               1.629     1.836    -0.207   -11.285
94 2OBF_13_bbn                              -0.775    -2.971     2.196    73.915
95 2OBF_14_tyr                              -6.029    -6.909     0.880    12.742
96 2OBF_15_asn                              -8.552    -7.005    -1.547   -22.077
97 2OBF_16_tyr                              -6.153    -5.912    -0.241    -4.085
98 2OBF_17_arg                              40.302    41.108    -0.806    -1.961
99 2OBF_18_leu                              -2.203    -0.537    -1.666  -310.329
100 2OBF_19_val                             -3.300    -2.422    -0.878   -36.237
101 2OBF_20_ala                             -2.030    -0.973    -1.057  -108.594
102 2OBF_21_leu                             -2.396    -1.240    -1.156   -93.203
103 2OBF_22_tyr                             -4.054    -3.891    -0.163    -4.197
104 2OBF_23_tyr                             -4.139    -2.925    -1.214   -41.513
105 2OBF_24_phe                            -10.508    -9.337    -1.171   -12.539
106 2OBF_25_ala                             -1.081    -0.605    -0.476   -78.741
107 2OBF_26_ala                             -1.190    -1.585     0.395    24.930
108 2OBF_27_glu                           -136.035  -135.109    -0.926    -0.685
109 2OBF_28_tyr                             -8.805    -8.661    -0.144    -1.659
110 2OBF_29_val                             -1.287    -0.943    -0.344   -36.531
111 2OBF_30_met                             -1.681    -0.341    -1.340  -392.871
112 2OBF_31_asp                            -84.781   -82.912    -1.869    -2.254
113 2OBF_32_val                             -2.246    -1.915    -0.331   -17.291
114 2OBF_33_val                             -2.151    -1.506    -0.645   -42.860
115 2P4Y_01_bbn                              0.353     0.633    -0.280   -44.215
116 2P4Y_02_bbn                             -3.206    -3.158    -0.048    -1.528
117 2P4Y_03_bbn                             -3.711    -1.621    -2.090  -128.936
118 2P4Y_04_bbn                              0.495    -0.504     0.999   198.254
119 2P4Y_05_bbn                             -2.316    -3.285     0.969    29.489
120 2P4Y_06_bbn                             -0.883    -1.259     0.376    29.847
121 2P4Y_07_bbn                             -2.583    -1.965    -0.618   -31.436
122 2P4Y_08_bbn                             -2.005    -1.945    -0.060    -3.059
123 2P4Y_09_bbn                             -1.239    -0.814    -0.425   -52.204
124 2P4Y_10_bbn                             -0.950    -1.060     0.110    10.366
125 2P4Y_11_bbn                             -2.113    -1.549    -0.564   -36.396
126 2P4Y_12_bbn                             -2.019    -1.648    -0.371   -22.500
127 2P4Y_13_bbn                              0.066     0.388    -0.322   -82.945
128 2P4Y_14_bbn                             -6.409    -7.223     0.814    11.269
129 2P4Y_15_bbn                            -22.874   -22.002    -0.872    -3.961
130 2P4Y_16_bbn                             -4.715    -6.373     1.658    26.011
131 2P4Y_17_phe                             -0.157    -0.118    -0.039   -32.932
132 2P4Y_18_ile                             -0.831    -0.958     0.127    13.241
133 2P4Y_19_cys                             -5.903    -5.376    -0.527    -9.797
134 2P4Y_20_phe                             -0.760    -1.502     0.742    49.432
135 2P4Y_21_arg                            -70.565   -70.559    -0.006    -0.008
136 2P4Y_22_ser                             -2.149    -1.952    -0.197   -10.071
137 2P4Y_23_ala                             -1.481    -2.010     0.529    26.320
138 2P4Y_24_glu                             20.285    19.435     0.850     4.376
139 2P4Y_25_ile                             -0.610    -1.935     1.325    68.481
140 2P4Y_26_ile                             -2.195    -2.787     0.592    21.245
141 2P4Y_27_tyr                             -1.929    -1.841    -0.088    -4.759
142 2P4Y_28_met                             -3.547    -2.641    -0.906   -34.316
143 2P4Y_29_leu                             -4.606    -4.607     0.001     0.015
144 2P4Y_30_leu                             -2.522    -2.673     0.151     5.664
145 2P4Y_31_val                             -1.595    -1.593    -0.002    -0.156
146 2P4Y_32_ile                             -8.074    -7.524    -0.550    -7.314
147 2P4Y_33_ser                             -4.218    -3.787    -0.431   -11.390
148 2P4Y_34_met                             -1.776    -2.077     0.301    14.510
149 2P4Y_35_leu                             -1.040    -1.370     0.330    24.102
150 2P4Y_36_phe                             -1.316    -1.510     0.194    12.849
151 2P4Y_37_met                             -2.752    -3.066     0.314    10.244
152 2P4Y_38_lys                            -35.227   -28.948    -6.279   -21.691
153 2P4Y_39_hie                             -0.889    -1.154     0.265    22.967
154 2VOT_01_bbn                              1.235     2.471    -1.236   -50.007
155 2VOT_02_bbn                              0.508     0.834    -0.326   -39.105
156 2VOT_03_bbn                              0.559     1.814    -1.255   -69.175
157 2VOT_04_trp                             -2.337    -1.855    -0.482   -26.007
158 2VOT_05_asp                           -110.845  -108.715    -2.130    -1.959
159 2VOT_06_trp                             -1.243    -0.130    -1.113  -855.906
160 2VOT_07_arg                             38.423    41.149    -2.726    -6.624
161 2VOT_08_trp                             -0.928    -1.687     0.759    44.981
162 2VOT_09_cys                             -2.014    -1.784    -0.230   -12.906
163 2VOT_10_asn                             -2.985    -3.554     0.569    16.021
164 2VOT_11_glu                           -110.259  -109.350    -0.909    -0.831
165 2VOT_12_glu                            -54.352   -45.354    -8.998   -19.839
166 2VOT_13_trp                             -2.112    -0.448    -1.664  -371.493
167 2VOT_14_trp                             -0.816     0.355    -1.171  -329.787
168 2VOT_15_hip                             50.853    52.496    -1.643    -3.131
169 2VOT_16_trp                             -8.038    -7.689    -0.349    -4.535
170 2VOT_17_tyr                             -4.172    -4.084    -0.088    -2.149
171 2VOT_18_glu                           -111.533  -111.797     0.264     0.236
172 2VOT_19_ser                              0.119     0.657    -0.538   -81.900
173 2VOT_20_ser                             -1.358    -1.306    -0.052    -3.991
174 2VOT_21_trp                            -13.030   -14.338     1.308     9.126
175 2VOT_22_trp                             -6.780    -7.156     0.376     5.250
176 2VW5_01_bbn                             -1.795    -1.602    -0.193   -12.031
177 2VW5_02_bbn                             -1.729    -2.012     0.283    14.076
178 2VW5_03_bbn                             -0.397    -0.165    -0.232  -140.596
179 2VW5_04_bbn                             -0.413    -0.347    -0.066   -18.955
180 2VW5_05_bbn                             -1.298    -1.513     0.215    14.197
181 2VW5_06_bbn                             -0.211     0.010    -0.221 -2208.546
182 2VW5_07_bbn                             -0.147    -0.062    -0.085  -137.181
183 2VW5_08_bbn                             -0.565    -0.306    -0.259   -84.772
184 2VW5_09_bbn                             -2.085    -1.959    -0.126    -6.442
185 2VW5_10_bbn                             -0.787    -0.747    -0.040    -5.350
186 2VW5_11_bbn                             -3.933    -3.942     0.009     0.233
187 2VW5_12_bbn                              1.062     0.092     0.970  1054.697
188 2VW5_13_bbn                             -8.372    -7.609    -0.763   -10.024
189 2VW5_14_bbn                             -2.501    -2.653     0.152     5.734
190 2VW5_15_bbn                              0.068     0.119    -0.051   -42.506
191 2VW5_16_asn                             -6.708    -6.153    -0.555    -9.018
192 2VW5_17_ala                             -0.006    -0.437     0.431    98.625
193 2VW5_18_asp                            -30.378   -27.702    -2.676    -9.659
194 2VW5_19_ala                             -1.029    -1.574     0.545    34.654
195 2VW5_20_lys                            -16.084   -16.841     0.757     4.496
196 2VW5_21_asp                            -22.962   -20.676    -2.286   -11.057
197 2VW5_22_ile                             -0.887    -0.966     0.079     8.149
198 2VW5_23_met                             -6.653    -5.847    -0.806   -13.783
199 2VW5_24_glu                             -8.524    -6.855    -1.669   -24.351
200 2VW5_25_asn                             -2.621    -1.838    -0.783   -42.592
201 2VW5_26_leu                             -1.435    -1.397    -0.038    -2.755
202 2VW5_28_val                             -0.766    -0.688    -0.078   -11.304
203 2VW5_29_phe                             -2.969    -3.685     0.716    19.437
204 2VW5_30_tyr                             -0.916    -1.319     0.403    30.588
205 2VW5_31_val                             -0.659    -0.469    -0.190   -40.542
206 2VW5_32_thr                             -5.141    -4.575    -0.566   -12.381
207 2VW5_33_leu                             -1.046    -0.905    -0.141   -15.625
208 2XB8_01_bbn                              2.720     2.947    -0.227    -7.716
209 2XB8_02_bbn                             -3.338    -3.648     0.310     8.511
210 2XB8_03_bbn                             -1.803    -2.281     0.478    20.938
211 2XB8_04_bbn                             -3.196    -3.228     0.032     0.999
212 2XB8_05_bbn                             -1.565    -1.707     0.142     8.290
213 2XB8_06_bbn                              0.644     1.795    -1.151   -64.138
214 2XB8_07_bbn                              0.895     0.743     0.152    20.441
215 2XB8_08_bbn                             -9.161    -8.427    -0.734    -8.707
216 2XB8_09_bbn                             -5.247    -4.519    -0.728   -16.117
217 2XB8_10_bbn                             -1.201    -1.881     0.680    36.132
218 2XB8_11_bbn                             -3.980    -3.191    -0.789   -24.736
219 2XB8_12_bbn                            -18.250   -18.509     0.259     1.400
220 2XB8_13_bbn                            -18.764   -18.726    -0.038    -0.204
221 2XB8_14_bbn                              2.878     3.105    -0.227    -7.312
222 2XB8_15_bbn                             -1.067    -1.108     0.041     3.741
223 2XB8_16_asn                              0.708     0.457     0.251    54.909
224 2XB8_17_leu                             -4.354    -4.157    -0.197    -4.736
225 2XB8_18_arg                            -28.456   -24.340    -4.116   -16.912
226 2XB8_19_leu                             -0.082    -0.451     0.369    81.911
227 2XB8_20_arg                            -26.034   -19.929    -6.105   -30.634
228 2XB8_21_tyr                             -8.807    -7.905    -0.902   -11.412
229 2XB8_22_asn                             -7.611    -9.067     1.456    16.058
230 2XB8_23_thr                             -0.684    -1.159     0.475    40.954
231 2XB8_24_hid                             -4.429    -4.787     0.358     7.483
232 2XB8_25_hie                              3.310     3.033     0.277     9.148
233 2XB8_26_ile                             -4.546    -3.670    -0.876   -23.863
234 2XB8_27_ser                            -12.691   -13.012     0.321     2.469
235 2XB8_28_val                             -1.756    -1.439    -0.317   -22.004
236 2XB8_29_arg                            -49.430   -51.470     2.040     3.964
237 2XB8_30_arg                            -57.507   -58.856     1.349     2.291
238 2XB8_31_val                             -1.178    -0.697    -0.481   -69.053
239 2XB8_32_asp                             29.021    28.727     0.294     1.024
240 2XB8_33_glu                             22.801    22.273     0.528     2.370
241 2YKI_01_bbn                             -0.489     0.150    -0.639  -426.066
242 2YKI_02_bbn                             -0.278    -0.223    -0.055   -24.683
243 2YKI_03_bbn                             -0.476    -0.885     0.409    46.232
244 2YKI_04_bbn                             -0.696    -0.501    -0.195   -38.983
245 2YKI_05_bbn                             -1.537    -1.095    -0.442   -40.395
246 2YKI_06_bbn                             -1.081    -0.852    -0.229   -26.873
247 2YKI_07_bbn                             -1.344    -1.001    -0.343   -34.290
248 2YKI_08_bbn                             -9.457   -10.123     0.666     6.579
249 2YKI_09_bbn                             -0.693    -0.006    -0.687-11448.001
250 2YKI_10_bbn                             -1.932    -1.105    -0.827   -74.845
251 2YKI_11_bbn                             -5.231    -4.313    -0.918   -21.288
252 2YKI_12_bbn                             -1.268    -1.057    -0.211   -19.947
253 2YKI_13_bbn                             -0.514    -0.391    -0.123   -31.445
254 2YKI_14_bbn                             -2.161    -1.846    -0.315   -17.046
255 2YKI_15_bbn                             -0.407    -0.336    -0.071   -21.169
256 2YKI_16_bbn                             -0.477    -0.240    -0.237   -98.660
257 2YKI_17_bbn                             -2.745    -2.670    -0.075    -2.801
258 2YKI_18_bbn                             -2.818    -1.851    -0.967   -52.225
259 2YKI_19_bbn                             -0.165     0.096    -0.261  -271.488
260 2YKI_20_bbn                             -0.108     0.160    -0.268  -167.512
261 2YKI_21_bbn                             -0.330    -0.036    -0.294  -815.618
262 2YKI_22_phe                             -1.351    -2.016     0.665    32.986
263 2YKI_23_gln                             -0.736    -0.677    -0.059    -8.702
264 2YKI_24_ile                             -1.075    -1.114     0.039     3.544
265 2YKI_25_leu                             -0.840    -0.415    -0.425  -102.362
266 2YKI_26_asn                             -7.442    -7.324    -0.118    -1.611
267 2YKI_27_ser                             -0.210     0.118    -0.328  -278.015
268 2YKI_28_ala                             -0.465    -0.284    -0.181   -63.880
269 2YKI_29_asp                            -28.148   -25.837    -2.311    -8.946
270 2YKI_30_ile                             -0.839    -0.373    -0.466  -124.894
271 2YKI_31_met                             -8.528    -7.012    -1.516   -21.619
272 2YKI_32_leu                             -1.776    -1.697    -0.079    -4.635
273 2YKI_33_ile                             -0.525    -0.356    -0.169   -47.473
274 2YKI_34_leu                             -5.529    -5.688     0.159     2.791
275 2YKI_35_ile                             -1.335    -1.195    -0.140   -11.729
276 2YKI_36_ala                             -0.786    -1.598     0.812    50.788
277 2YKI_37_val                             -1.104    -0.790    -0.314   -39.733
278 2YKI_38_phe                             -7.545    -8.399     0.854    10.163
279 2YKI_40_val                             -1.333    -1.733     0.400    23.085
280 2YKI_41_trp                             -6.196    -6.213     0.017     0.278
281 2YKI_42_phe                             -2.178    -2.736     0.558    20.393
282 2YKI_43_thr                             -3.681    -3.713     0.032     0.871
283 2YKI_44_val                             -0.973    -0.972    -0.001    -0.077
284 2ZX6_01_bbn                              0.963     2.718    -1.755   -64.569
285 2ZX6_02_bbn                             -1.572    -0.331    -1.241  -375.024
286 2ZX6_03_bbn                             -0.843    -0.366    -0.477  -130.290
287 2ZX6_04_bbn                              1.108     1.694    -0.586   -34.612
288 2ZX6_05_phe                             -1.923    -2.454     0.531    21.619
289 2ZX6_06_hid                            -22.309   -21.607    -0.702    -3.251
290 2ZX6_07_leu                             -1.391    -1.413     0.022     1.557
291 2ZX6_08_tyr                             -3.612    -3.321    -0.291    -8.773
292 2ZX6_09_glu                            -82.384   -80.174    -2.210    -2.757
293 2ZX6_10_trp                              0.083    -1.055     1.138   107.842
294 2ZX6_11_hie                             -0.227    -1.054     0.827    78.441
295 2ZX6_12_hid                            -18.113   -18.071    -0.042    -0.234
296 2ZX6_13_tyr                             -0.501    -0.065    -0.436  -671.185
297 2ZX6_14_leu                             -0.461    -0.230    -0.231  -100.354
298 2ZX6_15_trp                             -2.738    -3.758     1.020    27.136
299 2ZX6_16_asp                           -110.898  -110.036    -0.862    -0.784
300 2ZX6_17_met                             -6.454    -4.204    -2.250   -53.515
301 2ZX6_18_arg                             53.045    55.564    -2.519    -4.534
302 2ZX6_19_glu                           -113.429  -111.740    -1.689    -1.511
303 2ZX6_20_val                             -1.646    -1.102    -0.544   -49.329
304 2ZX6_21_asn                             -5.956    -5.871    -0.085    -1.441
305 2ZX6_22_thr                             -1.885    -2.562     0.677    26.444
306 2ZX6_23_phe                             -8.229    -8.275     0.046     0.553
307 3G0W_01_bbn                             -0.288    -0.280    -0.008    -2.913
308 3G0W_02_bbn                             -3.614    -3.220    -0.394   -12.238
309 3G0W_03_bbn                             -0.634     0.001    -0.635-63542.243
310 3G0W_04_bbn                             -0.487    -0.022    -0.465 -2115.805
311 3G0W_05_bbn                             -1.371    -0.757    -0.614   -81.106
312 3G0W_06_bbn                             -0.446     0.348    -0.794  -228.088
313 3G0W_07_bbn                             -1.155    -0.797    -0.358   -44.884
314 3G0W_08_bbn                             -0.357    -0.335    -0.022    -6.510
315 3G0W_09_bbn                             -1.817    -1.026    -0.791   -77.109
316 3G0W_10_bbn                             -0.879     1.077    -1.956  -181.572
317 3G0W_11_bbn                              1.810     2.491    -0.681   -27.325
318 3G0W_12_bbn                             -0.492    -0.473    -0.019    -4.085
319 3G0W_13_bbn                             -2.089    -1.851    -0.238   -12.884
320 3G0W_14_bbn                             -1.368    -0.879    -0.489   -55.648
321 3G0W_15_bbn                             -0.376    -0.077    -0.299  -388.274
322 3G0W_16_leu                             -0.692    -1.582     0.890    56.275
323 3G0W_17_leu                             -4.281    -4.177    -0.104    -2.479
324 3G0W_18_asn                            -12.923   -15.230     2.307    15.148
325 3G0W_19_leu                             -2.310    -2.527     0.217     8.589
326 3G0W_20_gln                             -0.048     0.770    -0.818  -106.224
327 3G0W_21_trp                             -0.387    -1.224     0.837    68.366
328 3G0W_22_met                             -3.184    -2.943    -0.241    -8.175
329 3G0W_23_met                             -4.745    -6.038     1.293    21.413
330 3G0W_24_val                             -1.189    -2.021     0.832    41.145
331 3G0W_25_met                             -2.352    -2.591     0.239     9.231
332 3G0W_26_arg                            -17.557   -18.754     1.197     6.382
333 3G0W_27_phe                             -3.989    -3.633    -0.356    -9.786
334 3G0W_28_met                             -1.875    -2.138     0.263    12.297
335 3G0W_29_met                             -1.262    -0.973    -0.289   -29.674
336 3G0W_30_leu                             -1.718    -1.954     0.236    12.066
337 3G0W_31_phe                              0.285    -0.746     1.031   138.223
338 3G0W_32_thr                             -3.624    -4.362     0.738    16.921
339 3G0W_33_leu                             -0.659    -0.959     0.300    31.256
340 3G0W_34_phe                             -1.805    -2.385     0.580    24.320
341 3G0W_35_met                             -0.578    -0.625     0.047     7.466
342 3G0W_36_ile                             -0.068    -0.474     0.406    85.588
343 3GCU_01_bbn                             -0.033    -0.282     0.249    88.323
344 3GCU_02_bbn                             -3.954    -3.124    -0.830   -26.564
345 3GCU_03_bbn                             -2.158    -1.441    -0.717   -49.747
346 3GCU_04_bbn                             -1.198    -1.028    -0.170   -16.512
347 3GCU_05_bbn                             -0.927    -0.689    -0.238   -34.581
348 3GCU_06_bbn                              0.067    -0.328     0.395   120.383
349 3GCU_07_bbn                             -1.866    -1.867     0.001     0.063
350 3GCU_08_bbn                             -0.124    -0.029    -0.095  -327.932
351 3GCU_09_bbn                             -1.917    -1.389    -0.528   -38.016
352 3GCU_10_bbn                             -0.864    -0.503    -0.361   -71.695
353 3GCU_11_bbn                             -0.728    -1.166     0.438    37.556
354 3GCU_12_bbn                             -0.140    -0.152     0.012     8.208
355 3GCU_13_bbn                             -1.436    -1.220    -0.216   -17.726
356 3GCU_14_bbn                             -1.087    -1.261     0.174    13.838
357 3GCU_15_bbn                             -0.170    -0.618     0.448    72.523
358 3GCU_16_bbn                             -1.850    -2.654     0.804    30.303
359 3GCU_17_bbn                             -9.636    -8.222    -1.414   -17.200
360 3GCU_18_bbn                             -1.820    -2.033     0.213    10.465
361 3GCU_19_bbn                             -0.595    -0.332    -0.263   -79.264
362 3GCU_20_bbn                             -0.125    -0.237     0.112    47.296
363 3GCU_21_bbn                             -2.025    -1.341    -0.684   -51.012
364 3GCU_22_bbn                            -10.068    -8.470    -1.598   -18.867
365 3GCU_23_bbn                             -2.998    -3.359     0.361    10.740
366 3GCU_24_val                             -1.841    -1.617    -0.224   -13.864
367 3GCU_25_tyr                             -0.339    -0.332    -0.007    -2.137
368 3GCU_26_val                             -3.232    -2.777    -0.455   -16.394
369 3GCU_27_ala                             -1.286    -1.853     0.567    30.587
370 3GCU_28_lys                             -2.399    -1.564    -0.835   -53.390
371 3GCU_29_arg                             -1.229     1.022    -2.251  -220.288
372 3GCU_30_arg                             -3.211    -0.302    -2.909  -963.083
373 3GCU_31_glu                            -44.338   -40.107    -4.231   -10.549
374 3GCU_32_leu                             -1.902    -1.619    -0.283   -17.450
375 3GCU_33_leu                             -3.459    -3.539     0.080     2.247
376 3GCU_34_met                             -1.593    -1.363    -0.230   -16.892
377 3GCU_35_val                             -1.142    -0.854    -0.288   -33.771
378 3GCU_36_ile                             -3.833    -3.419    -0.414   -12.100
379 3GCU_37_leu                             -1.266    -1.666     0.400    24.021
380 3GCU_38_thr                             -5.838    -6.012     0.174     2.896
381 3GCU_39_leu                             -1.255    -1.675     0.420    25.087
382 3GCU_40_met                             -1.755    -1.631    -0.124    -7.600
