WARNING: Interface orbital is under development and should be used with care:
         Only basic functionality, no error checks
        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
==========================================================================================
name                                             E      Eref     error  error(%)
274 2YKI_34_leu                             -6.610    -5.688    -0.922   -16.203
275 2YKI_35_ile                             -1.227    -1.195    -0.032    -2.707
276 2YKI_36_ala                             -1.453    -1.598     0.145     9.102
277 2YKI_37_val                             -0.811    -0.790    -0.021    -2.623
278 2YKI_38_phe                             -9.042    -8.399    -0.643    -7.653
279 2YKI_40_val                             -1.683    -1.733     0.050     2.864
280 2YKI_41_trp                             -6.981    -6.213    -0.768   -12.365
281 2YKI_42_phe                             -2.883    -2.736    -0.147    -5.357
282 2YKI_43_thr                             -3.941    -3.713    -0.228    -6.141
283 2YKI_44_val                             -0.974    -0.972    -0.002    -0.205
284 2ZX6_01_bbn                              2.488     2.718    -0.230    -8.445
285 2ZX6_02_bbn                             -0.676    -0.331    -0.345  -104.109
286 2ZX6_03_bbn                             -1.160    -0.366    -0.794  -216.881
287 2ZX6_04_bbn                              2.151     1.694     0.457    26.958
288 2ZX6_05_phe                             -2.511    -2.454    -0.057    -2.322
289 2ZX6_06_hid                            -22.047   -21.607    -0.440    -2.037
290 2ZX6_07_leu                             -1.126    -1.413     0.287    20.311
291 2ZX6_08_tyr                             -3.896    -3.321    -0.575   -17.313
292 2ZX6_09_glu                            -80.329   -80.174    -0.155    -0.193
293 2ZX6_10_trp                             -1.689    -1.055    -0.634   -60.095
294 2ZX6_11_hie                             -1.340    -1.054    -0.286   -27.129
295 2ZX6_12_hid                            -19.108   -18.071    -1.037    -5.740
296 2ZX6_13_tyr                             -0.135    -0.065    -0.070  -107.878
297 2ZX6_14_leu                             -0.270    -0.230    -0.040   -17.496
298 2ZX6_15_trp                             -4.391    -3.758    -0.633   -16.855
299 2ZX6_16_asp                           -110.607  -110.036    -0.571    -0.519
300 2ZX6_17_met                             -4.459    -4.204    -0.255    -6.065
301 2ZX6_18_arg                             55.062    55.564    -0.502    -0.904
302 2ZX6_19_glu                           -113.343  -111.740    -1.603    -1.435
303 2ZX6_20_val                             -0.878    -1.102     0.224    20.301
304 2ZX6_21_asn                             -5.720    -5.871     0.151     2.570
305 2ZX6_22_thr                             -2.646    -2.562    -0.084    -3.283
306 2ZX6_23_phe                             -8.681    -8.275    -0.406    -4.912
307 3G0W_01_bbn                             -0.023    -0.280     0.257    91.957
308 3G0W_02_bbn                             -3.637    -3.220    -0.417   -12.950
309 3G0W_03_bbn                             -0.124     0.001    -0.125-12486.037
310 3G0W_04_bbn                             -0.113    -0.022    -0.091  -411.820
311 3G0W_05_bbn                             -0.766    -0.757    -0.009    -1.147
312 3G0W_06_bbn                             -0.428     0.348    -0.776  -222.954
313 3G0W_07_bbn                             -0.721    -0.797     0.076     9.581
314 3G0W_08_bbn                             -0.540    -0.335    -0.205   -61.338
315 3G0W_09_bbn                             -1.306    -1.026    -0.280   -27.306
316 3G0W_10_bbn                             -0.405     1.077    -1.482  -137.638
317 3G0W_11_bbn                              2.376     2.491    -0.115    -4.622
318 3G0W_12_bbn                             -0.079    -0.473     0.394    83.336
319 3G0W_13_bbn                             -1.835    -1.851     0.016     0.844
320 3G0W_14_bbn                             -0.980    -0.879    -0.101   -11.447
321 3G0W_15_bbn                             -0.158    -0.077    -0.081  -104.728
322 3G0W_16_leu                             -1.734    -1.582    -0.152    -9.611
323 3G0W_17_leu                             -4.369    -4.177    -0.192    -4.594
324 3G0W_18_asn                            -15.122   -15.230     0.108     0.708
325 3G0W_19_leu                             -2.804    -2.527    -0.277   -10.952
326 3G0W_20_gln                              0.439     0.770    -0.331   -42.969
327 3G0W_21_trp                             -1.261    -1.224    -0.037    -3.033
328 3G0W_22_met                             -2.838    -2.943     0.105     3.584
329 3G0W_23_met                             -5.067    -6.038     0.971    16.081
330 3G0W_24_val                             -1.058    -2.021     0.963    47.628
331 3G0W_25_met                             -2.860    -2.591    -0.269   -10.384
332 3G0W_26_arg                            -23.308   -18.754    -4.554   -24.284
333 3G0W_27_phe                             -3.727    -3.633    -0.094    -2.589
334 3G0W_28_met                             -2.275    -2.138    -0.137    -6.386
335 3G0W_29_met                             -0.991    -0.973    -0.018    -1.838
336 3G0W_30_leu                             -1.802    -1.954     0.152     7.799
337 3G0W_31_phe                             -0.608    -0.746     0.138    18.493
338 3G0W_32_thr                             -5.011    -4.362    -0.649   -14.872
339 3G0W_33_leu                             -1.002    -0.959    -0.043    -4.499
340 3G0W_34_phe                             -2.590    -2.385    -0.205    -8.587
341 3G0W_35_met                             -0.968    -0.625    -0.343   -54.938
342 3G0W_36_ile                             -0.732    -0.474    -0.258   -54.410
343 3GCU_01_bbn                             -0.056    -0.282     0.226    80.035
344 3GCU_02_bbn                             -3.367    -3.124    -0.243    -7.770
345 3GCU_03_bbn                             -1.295    -1.441     0.146    10.139
346 3GCU_04_bbn                             -1.396    -1.028    -0.368   -35.821
347 3GCU_05_bbn                             -0.833    -0.689    -0.144   -20.935
348 3GCU_06_bbn                             -0.315    -0.328     0.013     3.878
349 3GCU_07_bbn                             -1.959    -1.867    -0.092    -4.941
350 3GCU_08_bbn                              0.101    -0.029     0.130   449.449
351 3GCU_09_bbn                             -1.261    -1.389     0.128     9.206
352 3GCU_10_bbn                             -0.811    -0.503    -0.308   -61.177
353 3GCU_11_bbn                             -0.732    -1.166     0.434    37.230
354 3GCU_12_bbn                             -0.090    -0.152     0.062    40.737
355 3GCU_13_bbn                             -1.171    -1.220     0.049     4.013
356 3GCU_14_bbn                             -1.081    -1.261     0.180    14.277
357 3GCU_15_bbn                             -0.282    -0.618     0.336    54.450
358 3GCU_16_bbn                             -2.804    -2.654    -0.150    -5.642
359 3GCU_17_bbn                             -8.265    -8.222    -0.043    -0.521
360 3GCU_18_bbn                             -1.925    -2.033     0.108     5.289
361 3GCU_19_bbn                             -0.304    -0.332     0.028     8.427
362 3GCU_20_bbn                             -0.113    -0.237     0.124    52.489
363 3GCU_21_bbn                             -1.599    -1.341    -0.258   -19.234
364 3GCU_22_bbn                             -8.591    -8.470    -0.121    -1.433
365 3GCU_23_bbn                             -3.254    -3.359     0.105     3.121
366 3GCU_24_val                             -1.582    -1.617     0.035     2.162
367 3GCU_25_tyr                             -0.495    -0.332    -0.163   -49.229
368 3GCU_26_val                             -2.714    -2.777     0.063     2.281
369 3GCU_27_ala                             -1.883    -1.853    -0.030    -1.632
370 3GCU_28_lys                             -3.569    -1.564    -2.005  -128.224
371 3GCU_29_arg                              3.693     1.022     2.671   261.379
372 3GCU_30_arg                             -4.234    -0.302    -3.932 -1301.911
373 3GCU_31_glu                            -40.424   -40.107    -0.317    -0.789
374 3GCU_32_leu                             -1.374    -1.619     0.245    15.150
375 3GCU_33_leu                             -3.626    -3.539    -0.087    -2.451
376 3GCU_34_met                             -1.396    -1.363    -0.033    -2.439
377 3GCU_35_val                             -0.856    -0.854    -0.002    -0.206
378 3GCU_36_ile                             -3.085    -3.419     0.334     9.762
379 3GCU_37_leu                             -1.757    -1.666    -0.091    -5.436
380 3GCU_38_thr                             -6.103    -6.012    -0.091    -1.513
381 3GCU_39_leu                             -1.757    -1.675    -0.082    -4.870
382 3GCU_40_met                             -1.666    -1.631    -0.035    -2.176
383 3GCU_41_ile                             -1.419    -1.316    -0.103    -7.809
384 3GCU_42_ile                             -0.586    -0.576    -0.010    -1.653
385 3GCU_43_hie                             -1.903    -2.070     0.167     8.070
386 3GCU_44_ile                             -0.473    -0.486     0.013     2.691
387 3GCU_45_leu                             -3.491    -3.753     0.262     6.991
388 3GCU_46_asp                             -3.637    -3.510    -0.127    -3.618
389 3GCU_47_phe                             -3.952    -3.750    -0.202    -5.394
390 3GCU_48_leu                             -0.563    -0.619     0.056     9.047
391 3GNW_01_pro                             -1.689    -1.763     0.074     4.197
392 3GNW_02_bbn                             -0.282    -1.277     0.995    77.956
393 3GNW_03_bbn                             -3.457    -3.254    -0.203    -6.233
394 3GNW_04_bbn                             -3.558    -2.857    -0.701   -24.542
395 3GNW_05_bbn                             -0.135    -0.513     0.378    73.661
396 3GNW_06_bbn                             -0.428    -0.230    -0.198   -86.035
397 3GNW_07_bbn                             -2.027    -1.752    -0.275   -15.685
398 3GNW_08_bbn                             -0.124    -0.221     0.097    43.955
399 3GNW_09_bbn                             -1.531    -1.049    -0.482   -45.983
400 3GNW_10_bbn                             -0.822    -0.798    -0.024    -3.005
401 3GNW_11_bbn                             -2.725    -2.458    -0.267   -10.860
402 3GNW_12_bbn                             -1.115    -0.729    -0.386   -52.914
403 3GNW_13_bbn                             -8.321    -7.914    -0.407    -5.145
404 3GNW_14_bbn                             -8.636    -7.893    -0.743    -9.419
405 3GNW_15_bbn                             -9.233    -8.705    -0.528    -6.068
406 3GNW_16_bbn                             -3.018    -2.751    -0.267    -9.694
407 3GNW_17_arg                             -1.058    -1.153     0.095     8.201
408 3GNW_18_phe                             -1.284    -1.633     0.349    21.394
409 3GNW_19_arg                             -9.053    -5.693    -3.360   -59.021
410 3GNW_20_asn                             -2.016    -1.994    -0.022    -1.081
411 3GNW_21_asp                             -5.360    -4.875    -0.485    -9.944
412 3GNW_22_cys                             -4.527    -4.152    -0.375    -9.021
413 3GNW_23_ser                             -8.659    -8.521    -0.138    -1.619
414 3GNW_24_ser                             -1.835    -1.549    -0.286   -18.488
415 3GNW_25_leu                             -2.455    -2.381    -0.074    -3.095
416 3GNW_26_arg                              2.365     3.776    -1.411   -37.378
417 3GNW_27_ser                             -0.175    -0.516     0.341    66.176
418 3GNW_28_asn                             -1.768    -1.264    -0.504   -39.860
419 3GNW_29_met                             -6.779    -6.025    -0.754   -12.507
420 3GNW_30_tyr                             -4.436    -4.562     0.126     2.752
421 3GNW_31_gln                             -0.698    -0.305    -0.393  -128.892
422 3GNW_32_ile                             -0.799    -0.859     0.060     6.931
423 3GNW_33_tyr                             -6.621    -6.613    -0.008    -0.119
424 3GNW_34_hie                              0.135    -0.146     0.281   192.548
